,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25002276160,1729897282305755457,Áo Nỉ Dài Tay Thể Thao Số 90 Phong Cách Đường Phố Âu Mỹ - Long Sleeve Oversize 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎,230 280,,o,Sản phẩm lẻ,Long sleeves,nỉ 2 da,311NI1_ASWD017_,311NI1_ASWD017_XT,https://cf.shopee.vn/file/vn-11134207-7r98o-ltyz6mds7aj551,,Bán hết cắt mẫu,Team D,Bình + Nghĩa,Đ. Yến,Lan Hương,xanh đen,,,,,"- Áo sweater thể thao fom rộng rãi thoải mai
- Chất liệu nỉ 2 da không xù
- Design số 90 mang tinh thần thể thao năng động",,,12,12,1,https://drive.google.com/drive/u/2/folders/1j6hu86BDo7ZhZSIRPyzYNy0d_HNqE7aS,,,,,,,,,,,,https://shopee.vn/product/574105684/25002276160,https://www.tiktok.com/view/product/1729897282305755457?region=VN&locale=vi-VN,,,,,
29861985687,1731153312562710849,Áo Khoác Cổ Đứng  𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Phong Cách Streetwear Unisex Nam Nữ,"249 299
VC 20K",Áo Khoác cổ đứng nỉ 2 da,,Sản phẩm lẻ,Áo khoác nỉ,nỉ 2 da,4092D1_AKHD075_,"4092D1_AKHD075_XT
4092D1_AKHD075_TS",https://cf.shopee.vn/file/vn-11134207-7ras8-m2xdp9281a0g53,,SP đang bán,Team D,Bình + Nghĩa,Đ. Yến,Lan Hương,"Trắng
Xanh",,"size 1: <m65, <55kg
size 2: <m70, <60kg 
size 3: <m75, <65kg",,,"- Chất liệu nỉ 2 da không xù, đứng fom
- Cổ bo chun dày dặn
- HÌnh thêu nổi BYC",,,22,22,2,,,,,,,,,,,,,https://shopee.vn/product/574105684/29861985687,https://www.tiktok.com/view/product/1731153312562710849?region=VN&locale=vi-VN,,,,,
40854082870,1731643352150213953,[Our Beloved Summer Collection] Áo Babytee Cherry Co Dãn 4 Chiều Sweet Tee 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Mềm Mát Thấm Hút Mồ Hôi ABN036,145 175,Cherry,x,Sản phẩm lẻ,Babytee,cotton 4 chiều,504CO1_ABN036_,504CO1_ABN036_BE,#N/A,#N/A,Bán hết cắt mẫu,Team D,Bình + Nghĩa,Thảo Ph,Lan Hương,kem,,,,,"- Áo co dãn 
- Màu sắc trendy
- Hình in cherry trendy",,,14,14,1,chưa có,CAM CAM 4SP ,,,,,,,,,,,https://shopee.vn/product/574105684/40854082870,https://www.tiktok.com/view/product/1731643352150213953?region=VN&locale=vi-VN,,,,,
29131666181,1731646257159374145,[Our Beloved Summer Collection] Áo Sơ Mi Cổ Sen Phối Ren Ember Shirt 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎  Tay Bí Trong Trẻo Mùa Hè AMN016,186 248,CE06 _ Cổ Sen Phối ren,o,Our Beloved Summer,Sơ mi,thô mềm,504TH1_AMN016_,"504TH1_AMN016_TR
504TH1_AMN016_XA
504TH1_AMN016_VA",https://cf.shopee.vn/file/vn-11134207-820l4-me8j7443g83lc0,,SP đang bán,Team D,Bình + Nghĩa,Đ. Yến,Mỹ Duyên,"Trắng
vàng
xanh",,,,,"- Áo tay bí che bắp tay to, vai dài 
- Chất liệu mỏng mát, có hiệu ứng vải mới  
- Dây buộc nơ điều chỉnh độ ôm eo theo ý muốn",,,17,17,1,https://drive.google.com/drive/folders/1G8edg40jRvviT_Fq8_Hgu7LT0DV3e6K2?usp=drive_link,,,,,,,,,,,,https://shopee.vn/product/574105684/29131666181,https://www.tiktok.com/view/product/1731646257159374145?region=VN&locale=vi-VN,,,,,
42953734227,1731647338053403969,[Our Beloved Summer Collection] Quần Dài Ống Rộng Kẻ Xốp Bunny Pants 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Phong Cách Cá Tính Unisex QTD017,251 301,Quần Kẻ Xốp,o,Our Beloved Summer,Quần dài thời trang,thô xốp,504XO1_QTD017_,504XO1_QTD017_BE,https://cf.shopee.vn/file/vn-11134207-7ras8-mas6f0l73f1359,,SP đang bán,Team D,Bình + Nghĩa,Thảo Ng,Mỹ Duyên,"Be
",,"size 1: <m65, <55kg
size 2: <m70, <60kg 
size 3: <m75, <65kg",,,"- Quần mềm mát 
- Form ống cong hack dáng ",,,17,17,1,chưa có,,,,,,,,,,,,https://shopee.vn/product/574105684/42953734227,https://www.tiktok.com/view/product/1731647338053403969?region=VN&locale=vi-VN,,,,,
44105538889,1731748692023543105,Quần Short Nữ Jeans Basic Có Túi Năng Động 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎,179 239,,x,Our Beloved Summer,Quần short ứng dụng,denim,504DE1_QEN010_,"504DE1_QEN010_XA
504DE1_QEN010_DE",https://cf.shopee.vn/file/vn-11134207-820l4-mdwr62gjcw019d,,Bán hết cắt mẫu,Team D,Bình + Nghĩa,Thảo Ng,Lan Hương,"xanh
đen",,,"Feedback short lửng đen
CAM 12sp",,"- Quần đứng fom
- Dáng Ngắn
- Chất liệu dày dặn, co dãn
- Có túi sau",,,18,18,1,"Quần Short Nữ Jeans Basic Có Túi Năng Động 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎

Quần Short Nữ Jeans Basic Có Túi Năng Động 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 QEN010",CAM 12sp ,,,,,,,,,,,https://shopee.vn/product/574105684/44105538889,https://www.tiktok.com/view/product/1731748692023543105?region=VN&locale=vi-VN,,,,,
42454774610,1731706164510885185,Quần Jeans Chỉ Nổi Dáng Lửng Xanh Đen Short Jeans 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Năng Động Denim Short Jeans QTL047,201 259,SHORT JEAN CHỈ NỔI,x,Sản phẩm lẻ,Quần short thời trang,denim,505DE1_QTL047_,505DE1_QTL047_XĐ,https://cf.shopee.vn/file/vn-11134207-7ras8-md5yji4a1u0vaf,,SP đang bán,Team D,Bình + Nghĩa,Thảo Ng,Lan Hương,xanh đen,,"size 1: <m65, <55kg
size 2: <m70, <60kg 
size 3: <m75, <65kg",,,"- Quần Jeans lửng phối túi to
- Màu sắc xanh đen phối chỉ vàng nổi bật
- Chất Jean dày dặn, không phai màu",,,12,12,1,chưa có,CAM 11SP ,,,,,,,,,,,https://shopee.vn/product/574105684/42454774610,https://www.tiktok.com/view/product/1731706164510885185?region=VN&locale=vi-VN,,,,,
40355378659,1731748973700351297,Áo Thun Giấy Trễ Vai Lolly Top Siêu Mát Xuyên Thấu Nhẹ 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 ATL048,139 169,Áo thun giấy trễ vai,x,Summer Diaries,Áo Kiểu,thun giấy,505TG1_ATL048_,505TG1_ATL048_TR,https://cf.shopee.vn/file/vn-11134207-7ras8-md4ji665ph9p60,,Bán hết cắt mẫu,Team D,Bình + Nghĩa,Thảo Ng,Lan Hương,"Angel
Bloom",,,"CAM 12sp
LOLY TOP
post đôi lolly top",,"- Chất liệu thun giấy mỏng hợp đi biển 
- Mặc trễ vai, chi tiết rút sườn trendy
- Hình In trước ngực to không nứt",,,20,20,1,,,,,,,,,,,,,https://shopee.vn/product/574105684/40355378659,https://www.tiktok.com/view/product/1731748973700351297?region=VN&locale=vi-VN,,,,,
40906666992,1732321637981128001,Áo Hoodie Zip Nỉ 2 Da Không Xù ORIGINALS Chữ Thêu 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 ,269-359-448-608,,,Fall Winter,Hoodie/ Hoodie zip,nỉ 2 da,507NI1_AHOD252_,"507NI1_AHOD252_XAM_
507NI1_AHOD252_XA_
507NI1_AHOD252_VA_
507NI1_AHOD252_HO_",https://cf.shopee.vn/file/vn-11134207-820l4-mi48gfbo6ygwb6,,SP đang bán,Team D,Bình + Nghĩa,Đ. Yến,Khánh Huyền,"Xám tiêu sáng
Đen
Be
Hồng",,"size 1: <m65, <55kg
size 2: <m70, <60kg 
size 3: <m75, <65kg","Hoodie nỉ 2 da Origin
SET HOODIE NỈ DA",,"- Chất liệu nỉ 2 da không xù
- Form rộng, mũ to.
- BẢN PRE: hình thêu xù 2 mặt (BYC & Originals)
 BẢN THƯỜNG: hình thêu xù mặt trước (BYC), mặt sau trơn",,,"25
- màu hồng 30 (đặt vải)","25
- màu hồng 30 ( đặt vải)",2,,,,,,,,,20/8: s1-s3,"27 về xám
30-31 về be",,,https://shopee.vn/product/574105684/40906666992,https://www.tiktok.com/view/product/1732321637981128001?region=VN&locale=vi-VN,,,,,
43508568664,1732452406128248129,Quần Nỉ Ống Rộng Thể Thao Cạp Thấp Retro Hack Dáng Phong Cách Âu Mỹ ,201 269,,,Sản phẩm lẻ,Quần dài ứng dụng,nỉ 2 da,507NI1_QTD264_,"507NI1_QTD264_RE_
507NI1_QTD264_XAM_",https://cf.shopee.vn/file/vn-11134207-820l4-mf5bbykwwkjt45,,SP đang bán,Team D,Bình + Nghĩa,Đ. Yến,Lan Hương,"Nâu rêu
Xám tiêu",,"size 1: <m60, <52kg
size 2: <m65, <58kg
size 3: <m75, <65kg",Quần nỉ cạp thấp,,"- Chất liệu mát, không xù
- Bản cạp to
- Hack dáng",,,14,14,1,,2D.QTD264,,,,9/8,,,,15-16/9,,,https://shopee.vn/product/574105684/43508568664,https://www.tiktok.com/view/product/1732452406128248129?region=VN&locale=vi-VN,,,,,
24695682177,1732272482289288513,Quần Váy Vải Kaki Dày Dặn 2 Đường Khoá Basic Cá Tính Đi Học Đi Chơi 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 ,201 269,,,Sản phẩm lẻ, Quần váy,kaki,507KA1_CQA265_,"507KA1_CQA265_RE_
507KA1_CQA265_TR_",https://cf.shopee.vn/file/vn-11134207-820l4-me9sl8yb7u9s3e,,SP đang bán,Team D,Bình + Nghĩa,Thảo Ng,Lan Hương,"Rêu
Trắng",,,Quần váy kaki (2 đường khoá),,"- LƯU Ý: VẢI CO SAU GIẶT, nên team sp đã làm thông số rộng hơn so với size 1 để khách giặt là vừa
- Quần váy đa di năng mặc 2 form: 
Kiểu 1 đóng khoá sườn: dáng ôm
Kiểu 2 mở khoá sườn: dáng chữ A
- Khoá đồng ở 2 bên sườn là điểm nhấn đặc biệt so với đối thủ.
",,,16,16,2,,,,,"SHP:
Titkok: 2../8",,,,,19-20/8,,,https://shopee.vn/product/574105684/24695682177,https://www.tiktok.com/view/product/1732272482289288513?region=VN&locale=vi-VN,,,,,
41758574672,1731949032895382849,Áo Thun Trơn Form Rộng Cotton Co Dãn 4 Chiều Thoáng Mát 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 ATN260,139 179,,x,Sản phẩm lẻ,Áo thun,cotton 4 chiều,507CO1_ATN260_,"507CO1_ATN260_DE_
507CO1_ATN260_TR_
507CO1_ATN260_XAM_",https://cf.shopee.vn/file/vn-11134207-820l4-mezmigamv9jga2,,SP đang bán,Team D,Bình + Nghĩa,Thảo Ng,Lan Hương,"Trắng
Đen
Xám tiêu",,,"Áo thun ATN260
Áo thun ATN260
1 ÁO",,"- Chất liệu mềm mát, màu trắng không lộ, sờ vải mát.
- Mang lại cảm giác mặc như trong điều hoà/ mặc như không mặc..
- Form to unisex nam nữ.",,,15,15,1,,,,,,,,,,,,,https://shopee.vn/product/574105684/41758574672,https://www.tiktok.com/view/product/1731949032895382849?region=VN&locale=vi-VN,,,,,
43204482241,1732332052033340737,Quần Váy Nỉ Ép Hoạ Tiết Chấm Bi Basic Trendy Năng Động Dành Cho Nữ,179 229,,,Sản phẩm lẻ, Quần váy,nỉ 2 da in chấm bi,5062D1_CCA247_,"507CO1_ATN260_DE_
507CO1_ATN260_TR_
507CO1_ATN260_XAM_",https://cf.shopee.vn/file/vn-11134207-820l4-mgdik02n37kc22,,SP đang bán,Team D,Bình + Nghĩa,Thảo Ng,Lan Hương,"Đen chấm bi
Trắng chấm bi
Xám chấm bi",,,Quần váy chấm bi,,"- Hoạ tiết chấm bi trendy.
- Dáng ôm hơi A nhẹ.",,,17,17,1,,2D.CCA247,,,,,,,,"sẵn kho HN
thiếu size 3
6/9",,,https://shopee.vn/product/574105684/43204482241,https://www.tiktok.com/view/product/1732332052033340737?region=VN&locale=vi-VN,,,,,
27139390040,1732552051962250561,Quần Jean Dáng Bí 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Cat Washing Denim Retro Unisex Nam Nữ QTD306,229 301,,,Sản phẩm lẻ,Quần dài thời trang,denim,508DE1_QTD306_,"508DE1_QTD306_DE_
508DE1_QTD306_XA_
",https://cf.shopee.vn/file/vn-11134207-820l4-mff4d0jpi3nsb9,,SP đang bán,Team D,Bình + Nghĩa,Thảo Ng,Lan Hương,"xanh đậm
xanh nhạt
đen wash",,"size 1: <m62, <50kg
size 2: <m68, <55kg
size 3: <m75, <65kg
(Khách hàng tham khảo thêm số đo mông để chọn size)",Quần jean dáng bí,,"- Form bí hack dáng.
- Màu wash đặc biệt: hiệu ứng ""ria mèo"" ở mặt trước, tốn kha khá chi phí để lên được hiệu ứng này.",,,22,22,1,,2D.QTD306,,,,22/8,,,21/8,"Đen trơn: 17-18/9 
 + xanh classic: 27-28/9",,,https://shopee.vn/product/574105684/27139390040,https://www.tiktok.com/view/product/1732552051962250561?region=VN&locale=vi-VN,,,,,
43262397414,1732490551716316481,Áo Polo Len Mỏng 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎  Áo Len Ngắn Thoáng Khí Dễ Phối Đồ Cho Nữ ,199 269,,,Sản phẩm lẻ,Hàng len/ Hàng dệt kim,len,508LE1_APN307_,508LE1_APN307_HT_,https://cf.shopee.vn/file/vn-11134207-820l4-mfxu4yrwu4ujef,,Bán hết cắt mẫu,Team D,Bình + Nghĩa,Thảo Ng,Khánh Huyền,Kẻ đen đỏ,,"size 1: <m65,<55kg
size 2: <m70,<65kg",Áo len kẻ,,"- Hoạ tiết kẻ sọc trendy
- Form basic dễ mặc",,,20,20,1,,2D.APN307,,,12/8,3/9,,,23-24/8,23-24/9,,,https://shopee.vn/product/574105684/43262397414,https://www.tiktok.com/view/product/1732490551716316481?region=VN&locale=vi-VN,,,,,
43514493142,1732274380565677377,Áo Sơ Mi Babydoll Tay Bồng 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎  Phối Cài Cúc Sau Trendy Nữ Tính,179 229,,,Sản phẩm lẻ,Áo Kiểu,cotton xốp,507KE1_AKN277_,507KE1_AKN277_HT_,#N/A,#N/A,Bán hết cắt mẫu,Team D,Bình + Nghĩa,Thảo Ph,Mỹ Duyên,Caro trắng kem,,"size 1: <m65, <52kg
size 2: <m70, <57kg 
size 3: <m75, <65kg 
",book ảnh,,"- Form áo babydoll trẻ trung nữ tính, che khuyết điểm tốt 
- Áo thiết kế tay nhún che bắp tay 
- Cổ sen trendy, có nút cài cúc đằng sau dễ dàng mặc 
",,,18,18,1,,,,,"SHP: 22/8
Tiktok: 22/8",,,,sẵn size 1,"sẵn kho
28/8",,,https://shopee.vn/product/574105684/43514493142,https://www.tiktok.com/view/product/1732274380565677377?region=VN&locale=vi-VN,,,,,
44167774712,1732395266084930881,Quần Short nỉ chân cua phối cạp bèo thêu withlove thân sau,150 200,,,Fall Winter,Quần short ứng dụng,nỉ chân cua,507NI1_QTN282_,"507NI1_QTN282_XAM_
507NI1_QTN282_DE_",https://cf.shopee.vn/file/vn-11134207-820l4-mft4p0iyjh8u09,,SP đang bán,Team D,Bình + Nghĩa,Thảo Ng,Khánh Huyền,"Xám
Đen",,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg
(Khách hàng tham khảo thêm số đo mông để chọn size)",book ảnh,,"- Chất Liệu nỉ chân cua đanh tay, ống quần rộng street style
- Cạp phối bèo xoăn
- Có hình thêu WITHLOVE ở thân sau",,,20,20,1,,QTN282,,,,,,,,28-29/8,,,https://shopee.vn/product/574105684/44167774712,https://www.tiktok.com/view/product/1732395266084930881?region=VN&locale=vi-VN,,,,,
40064303219,1732962876435236161,Áo Sweater Trễ Vai 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Áo Nỉ 2 Da Không Xù Nữ Tính Hàn Quốc  ,239 300,,,Sản phẩm lẻ,Sweater,nỉ 2 da,508NI1_ASWD303_,"508NI1_ASWD303_XAM_
508NI1_ASWD303_XA_",https://cf.shopee.vn/file/vn-11134207-820l4-mhlmh7fub08wc3,,SP Không Tái,Team D,Bình + Nghĩa,Mai Liên,Lan Hương,"Xám tiêu
Xanh than",,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",Áo nỉ lệch vai,,"- Form rộng.
- Vải nỉ 2 da mềm mịn, không xù lông.
- Chữ in sắc nét, phong cách highschool.
- Màu sắc trendy, dễ mặc.",,,17,17,1,,,,,SHP: 21/8,6/9,,,,,,,https://shopee.vn/product/574105684/40064303219,https://www.tiktok.com/view/product/1732962876435236161?region=VN&locale=vi-VN,,,,,
42515272180,1732845149733291329,Áo Thun Sọc Trễ Vai 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎  Phối Dây Buộc Nơ Nữ Tính,"Kẻ trắng: 149-229
Kẻ xanh: 169-269",,,Sản phẩm lẻ,Áo Kiểu,cotton dệt,508KE1_ATD324_,"508KE1_ATD324_TR_
508KE1_ATD324_XA_",https://cf.shopee.vn/file/vn-11134207-820l4-mjp1sbefqltv7d,,SP đang bán,Team D,Bình + Nghĩa,Thảo Ph,Mỹ Duyên,"Trắng 
Xanh ",,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <65kg",Áo sọc trễ vai dài tay,,"- Form dáng fit vừa phải tôn dáng 
- Thiết kế trễ vai siêu nữ tính phối dây buộc nơ 
",,,15,15,1,,,,,SHP: 27/8,6/9,,,,16/10,,,https://shopee.vn/product/574105684/42515272180,https://www.tiktok.com/view/product/1732845149733291329?region=VN&locale=vi-VN,,,,,
44368190279,1732442715269662017,Áo Polo Kẻ 100% Cotton 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Form Rộng Classic Polo Unisex Nam Nữ,180 251,,,Sản phẩm lẻ,Polo,"cotton 100% được đặt dệt riêng, bề mặt có lông li ti là bình thường",507CO1_APN280_,"507CO1_APN280_DE
507CO1_APN280_DO",https://cf.shopee.vn/file/vn-11134207-820l4-mgdg87zkritpba,,SP đang bán,Team D,Bình + Nghĩa,Thảo Ph,Mỹ Duyên,"Sọc đỏ polo
Sọc đen polo",,"size 1: <m62, <55kg
size 2: <m70, <65kg
size 3: <m80, <75kg
(Form unisex)",Tự chụp,,"- Chất liệu kẻ sọc cotton dày dặn, đứng form 
- Chất liệu bo dệt cao cấp cho cổ và bo tay 
- Hình thêu chỉn chu, sắc nét 
",,,25,25,1,,2D.APN280,,,SHP: 09/09,,,,,"sọc đen: dự kiến 11/9 có hàng
sọc đỏ: dự kiến 13/9 có hàng",,,https://shopee.vn/product/574105684/44368190279,https://www.tiktok.com/view/product/1732442715269662017?region=VN&locale=vi-VN,,,,,
40711134244,1732653750805628225,Áo Hoodie in lụa cờ Mỹ 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎  Form Rộng Phong Cách Âu Mỹ Unisex Nam Nữ,259 300,,,Sản phẩm lẻ,Hoodie/ Hoodie zip,nỉ 2 da,507NI1_AHOD295_,507NI1_AHOD295_GH_,https://cf.shopee.vn/file/vn-11134207-7ras8-mdlht73w0dypd7,,Bán hết cắt mẫu,Team D,Bình + Nghĩa,Thảo Ng,Lan Hương,Xám tiêu,,"size 1: <m65, <55kg
size 2: <m70, <60kg
size 3: <m75, <70kg",Hoodie cờ Mỹ,,"- Form áo hoodie rộng, unisex.
- Màu sắc trung tính, dễ mặc.
- Hình in cờ Mỹ trendy, không bong tróc, có logo BYC.",,,12,12,1,,2D.AHOD295,,,12/8,25/8,,,,26-27/9,,,https://shopee.vn/product/574105684/40711134244,https://www.tiktok.com/view/product/1732653750805628225?region=VN&locale=vi-VN,,,,,
23656941180,1729745844043876673,Quần Parachute Harem 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Dáng Thụng Vintage Quần Dài Dễ Vận Động Nhật Bản,180 260,Harem,,Sản phẩm lẻ,Quần dài ứng dụng,gió/ dù,310GI1_QTD003_,"310GI1_QTD003_BE
310GI1_QTD003_DE
310GI1_QTD003_GH
310GI1_QTD003_NA",https://cf.shopee.vn/file/vn-11134207-7ras8-mck1499ak9ekb9,,SP đang bán,Team C,Trang + Đỗ Nguyên,Thảo Ng,Lan Hương,"Be
Đen
Xám
Coban
Vàng
Nâu",,,,,"- Quần dù ống rộng trendy
- Màu sắc đa dạng nổi bật
- Cạp chun co dãn thoải mái năng động",,,"16 cũ
18 mới","16 cũ
18 mới",2,https://drive.google.com/drive/u/2/folders/1UO8biyM74l9sjnW9ibpmGgsKJzBMp-WU,"CAM 7SP 
CAM 17SP ",,,,,,,,,,,https://shopee.vn/product/574105684/23656941180,https://www.tiktok.com/view/product/1729745844043876673?region=VN&locale=vi-VN,,,,,
28560616552,1730882882366310721,Áo Hoodie Zip Basic Vải 2 Da Chống Nắng Tốt Form Rộng Nam Nữ 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎,239 301,Hoodie nỉ 2 da basic,x,Sản phẩm lẻ,Hoodie/ Hoodie zip,nỉ 2 da,4092D1_AHOD002_,"4092D1_AHOD002_TS
4092D1_AHOD002_TĐ
4092D1_AHOD002_XT
4092D1_AHOD002_DE
4092D1_AHOD002_HO
4092D1_AHOD002_NA",https://cf.shopee.vn/file/vn-11134207-820l4-mjxvo88jhgckcb,,SP đang bán,Team C,Trang + Đỗ Nguyên,Đ. Yến,Lan Hương,"Xanh than
Đen
Xám trắng
Xám tiêu",,,,,"- Vải nỉ 2 da giữ ấm tốt phù hợp cho thu đông, bên cạnh đó chất liệu này cũng có khả năng chống nắng, chống nước 

- Form áo rộng, thoải mái, dễ dàng phối đồ, phù hợp với nhiều phong cách 

- Thiết kế basic phù hợp với cả nam và nữ 

- Mũ rộng, có dây rút điều chỉnh ",,,25,25,2,"https://drive.google.com/drive/u/2/folders/1EXB9trJ9_SjeiguNfIcnoYBq8nb_Gg4C

https://drive.google.com/drive/folders/14XxX7O5kdBnjNDPtg68Xlxmawcia3sq0?usp=drive_link","BYC 7SP
CAM 11SP
CAM 17SP ",,,,,,,,,,,https://shopee.vn/product/574105684/28560616552,https://www.tiktok.com/view/product/1730882882366310721?region=VN&locale=vi-VN,,,,,
24644162102,1732043747896559937,Áo Sơ Mi Xếp Ly 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Phối Nơ Tay Bồng Phong Cách Hàn Quốc Nữ Tính,176 237,Sơ Mi xếp ly tay bồng,,To Youth,Sơ mi,thô,501CO1_AMN003_,"501CO1_AMN003_TR
501CO1_AMN003_HO",https://cf.shopee.vn/file/vn-11134207-7ra0g-m8o75b70oqx0cf,,Bán hết cắt mẫu,Team C,Trang + Đỗ Nguyên,Đ. Yến,Lan Hương,"Trắng
Hồng",,,,,"- Áo Sơm mi phối tay phồng 
- Chi tiết xếp ly thân trước
- Phối Nơ nhỏ ở tay áo",,,,,1,chưa có,BYC 3SP ,,,,,,,,,,,https://shopee.vn/product/574105684/24644162102,https://www.tiktok.com/view/product/1732043747896559937?region=VN&locale=vi-VN,,,,,
25291195469,1732222053671799105,Áo Babytee BABY CAT 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Tay Raglan Phối Màu 100% Cotton Basic [To Youth Collection],145 176,Baby Cat,,Sản phẩm lẻ,Babytee,cotton 2 chiều,502CO1_ABN012_,"502CO1_ABN012_TR
502CO1_ABN012_HO",https://cf.shopee.vn/file/vn-11134207-7ra0g-m9a1wvg6xtvmc1,,SP đang bán,Team C,Trang + Đỗ Nguyên,Thảo Ph,Lan Hương,"Trắng phối hồng
Hồng phối trắng",,,,,"- Áo babytee phối tay Raglan, màu sắc trendy
- Chất liệu Cotton mát, mịn
- Hình thêu rõ nét nổi bật
",,,18,18,1,https://drive.google.com/drive/u/2/folders/1z-mfnFk8u8jQDDjJKSaejp8ZRiKh14dK,BYC 2SP ,,,,,,,,,,,https://shopee.vn/product/574105684/25291195469,https://www.tiktok.com/view/product/1732222053671799105?region=VN&locale=vi-VN,,,,,
27956117703,1730722499381856577,Quần Jeans Short Lửng 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Cạp Đính Cúc Vải Denim Phong Cách Hàn Quốc,206 258,Quần Short Jean SJ01,,Sản phẩm lẻ,Quần short ứng dụng,denim,407DE1_QTL058_,"407DE1_QTL058_DE
407DE1_QTL058_XA
407DE1_QTL058_GH
407DE1_QTL058_KH",https://cf.shopee.vn/file/vn-11134207-7r98o-lzbql5lhmwf53d,,SP Không Tái,Team C,Trang + Đỗ Nguyên,Đ. Yến,Lan Hương,"Xám
Xanh
Đen
Khói",,,,,"- Quần dáng lửng, ống rộng trendy, phong cách.
- Có túi hộp to hai bên dọc quần .
- Vị trí loang màu thời trang ( đánh bạc, đánh vàng,..).",,,20,20,1,https://drive.google.com/drive/u/2/folders/1gFm6qMN-kn5kB3gtkUhwi06t6iyMj1dj,,,,,,,,,,,,https://shopee.vn/product/574105684/27956117703,https://www.tiktok.com/view/product/1730722499381856577?region=VN&locale=vi-VN,,,,,
25932504137,1730616939448142145,Quần Vải Dù Túi Hộp 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Form Thụng Phối Dây Rút Nam Nữ Cargo Pants Phong Cách Streetwear,268 351,Quần Cargo túi hộp 2024,,Sản phẩm lẻ,Quần dài thời trang,gió/ dù,406GI1_QTD041_,"406GI1_QTD041_BE
406GI1_QTD041_DE",https://cf.shopee.vn/file/vn-11134207-7ras8-mciy1popl95od6,,SP đang bán,Team C,Trang + Đỗ Nguyên,Đ. Yến,Lan Hương,"Đen
Be",,"size 1: <m65, <55kg
size 2: <m70, <60kg 
size 3: <m75, <65kg",,,"- Quần dáng rộng có dây rút ở eo dễ dàng điều chỉnh.

- Quần có 6 túi phong cách đường phố, giúp tạ độ phồng cho quần.

- Ống quần có dây rút mặc được nhiều kiểu.

- Quần làm bằng gió trơn hạt chống đực nắng, gió, bụi.

- Cảm giác mặc nhẹ, thoải mái.",,,20,20,2,https://drive.google.com/drive/u/2/folders/1VU3zb7As6SRdKurCRsSp0C4dDy8_qJq0,CAM 11SP ,,,,,,,,,,,https://shopee.vn/product/574105684/25932504137,https://www.tiktok.com/view/product/1730616939448142145?region=VN&locale=vi-VN,,,,,
25584324163,1731051111981484353,Chân Váy Dài Xếp Ly 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Lưng Cao Phong Cách Hàn Quốc,237 309,Váy xếp ly dáng dài,,Sản phẩm lẻ,Chân váy,vải chéo hàn,408CH1_CCN063_,"408CH1_CCN063_DE
408CH1_CCN063_GH
408CH1_CCN063_HT",https://cf.shopee.vn/file/vn-11134207-7ras8-md2y9mzdyv1859,,SP đang bán,Team C,Trang + Đỗ Nguyên,Thảo Ng,Lan Hương,"Đen
Xám
Caro",,"size 1: <m65, <55kg
size 2: <m70, <60kg 
size 3: <m75, <65kg",,,"- Chân váy thiết kế xếp ly, tạo sự thanh lịch.

- Váy có màu sắc trung tính, dễ phối với nhiều trang phục khác nhau.

- Thiết kế lưng cao giúp tôn dáng.",,,"xám: 18
caro: 23","xám: 18
caro: 23",2,https://drive.google.com/drive/folders/1FohgPk7A3lvB2Ygy9HD5i7xEqLsapm56?usp=drive_link,CAM 12sp ,,,,,,,,,,,https://shopee.vn/product/574105684/25584324163,https://www.tiktok.com/view/product/1731051111981484353?region=VN&locale=vi-VN,,,,,
